graph_num,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129
80946,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,4,0,0,0,0,0,3,2,0,1,0,0,0,1,0,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,4,0,2,0,0,1,0,0,0,1,0,0,0,5,1,1,1,0,1,0,1,2,3,0,0,0,0,2,0,0,2,1,0,0,3,0,0,1,0,0,0,0,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0
22824171,0,3,0,2,0,1,0,4,1,2,2,2,1,1,2,3,0,5,1,3,0,0,4,2,0,4,0,5,2,0,3,1,1,3,3,1,0,1,2,2,3,1,1,2,1,5,0,0,2,0,1,1,3,2,1,3,4,3,1,3,1,0,3,0,2,1,2,1,0,2,0,2,3,1,2,0,1,2,3,4,1,2,3,2,4,0,2,0,1,1,2,0,0,1,1,0,2,0,2,2,4,0,0,3,1,0,0,2,0,0,0,3,1,1,2,2,2,2,0,0,0,0,1,3,0,0,3,0,1,2
36349557,0,1,2,3,1,0,1,1,0,0,1,2,0,1,1,1,2,3,2,3,1,4,5,3,5,4,3,4,3,1,3,2,0,2,2,2,0,0,3,1,2,2,3,0,2,4,0,3,3,2,0,0,2,1,0,2,4,2,2,2,3,2,2,0,3,1,0,0,2,0,0,0,2,2,2,2,2,5,1,0,1,3,2,2,5,2,2,1,1,1,2,1,0,0,0,2,0,3,0,3,2,0,0,4,2,0,2,3,2,1,0,2,3,3,0,3,0,4,1,0,2,0,4,4,1,0,3,0,0,0
349795,5,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,1,2,5,0,5,0,4,0,0,0,0,5,3,0,3,3,5,4,3,4,0,3,5,0,0,5,1,0,0,0,0,0,5,0,0,1,3,0,0,0,0,4,0,0,0,0,5,0,4,3,1,1,0,0,2,4,0,0,3,5,0,1,1,0,2,4,5,0,0,1,5,1,0,4,5,2,2,0,2,0,0,0,0,5,0,0,0,0,3,1,1,0,0,3,0,0,0,0,0,0,1,2,1,0,0,0,3,2,1,2,0,0,0,0
544195,0,3,0,2,0,1,1,2,0,0,2,1,1,1,4,0,0,4,0,2,0,5,0,1,0,5,1,0,1,1,0,1,1,1,3,1,3,0,2,2,2,1,2,1,5,5,0,0,0,5,0,2,0,1,2,3,5,1,0,5,0,1,2,1,0,0,2,1,0,0,0,0,2,0,2,1,1,0,0,0,0,1,3,2,2,0,0,0,1,1,1,1,0,3,0,1,1,0,0,1,0,0,1,3,4,0,2,3,2,0,1,2,5,0,0,1,2,1,0,0,1,1,1,4,0,0,2,1,0,0
29187801,0,3,0,0,0,0,2,0,1,0,3,1,1,0,3,0,2,1,0,2,0,1,2,5,4,2,0,1,3,1,1,0,1,4,5,4,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,3,2,2,3,1,0,0,1,0,0,0,2,1,0,1,1,0,0,2,4,0,2,1,0,2,1,1,2,1,2,2,3,1,0,3,1,1,0,0,1,0,2,0,3,1,0,3,0,0,0,2,1,0,0,1,0,5,0,0,1,0,0,1,1,1,0,0,2,0,0,2,0,0,2,1,1,0
28329804,2,3,0,4,0,0,2,3,5,2,5,3,1,3,3,0,3,5,5,0,4,1,5,0,1,5,0,5,4,0,5,2,5,3,5,4,0,4,4,1,2,1,1,3,4,2,0,3,3,0,1,2,1,3,1,0,2,1,4,3,5,4,5,1,5,0,3,1,2,2,0,5,0,3,1,3,1,5,5,5,2,1,4,1,2,5,4,1,0,5,1,2,2,2,2,0,0,0,0,5,3,0,2,5,3,5,0,2,3,1,0,0,2,0,2,1,1,3,0,1,2,1,1,1,0,2,1,0,1,1
282820,0,3,0,3,0,0,4,5,0,0,1,5,1,0,4,0,0,5,0,0,0,1,0,0,0,5,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3,5,5,0,0,0,0,2,0,0,4,2,0,0,1,0,5,0,0,2,0,0,0,5,0,0,0,0,0,0,0,1,1,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,3,0,3,0,0,0,0,0,0,0,3,5,0,0,0,5,0,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
170340,0,3,1,3,0,0,1,4,0,0,0,0,0,1,4,0,0,5,0,1,0,2,0,0,1,5,0,0,0,0,0,0,0,1,3,0,0,0,3,2,0,1,1,0,5,5,0,1,3,1,1,2,2,5,5,2,3,0,1,5,1,0,2,0,0,1,5,2,3,2,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,4,0,0,3,0,0,0,0,0,0,1,0,0,3,5,0,1,2,5,1,2,3,5,0,0,0,0,3,0,0,0,0,0,2,0,0,2,0,0,0
21726097,0,3,0,2,1,0,1,4,0,3,2,0,1,1,3,2,1,5,3,3,0,3,3,2,1,5,0,3,3,0,2,0,1,2,5,2,0,0,2,0,2,3,3,2,3,5,2,0,2,1,0,2,2,2,1,5,5,0,0,5,3,1,0,0,0,0,3,0,1,0,0,1,3,1,0,0,4,0,0,2,0,2,0,2,4,1,0,0,2,1,0,0,1,3,0,1,0,0,0,0,1,0,0,4,5,0,1,3,2,0,2,3,5,1,0,2,2,1,0,1,0,1,1,4,0,0,4,0,0,0
22956648,0,0,0,5,0,0,0,0,0,0,0,5,0,5,4,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,5,5,0,1,0,1,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22507642,0,2,1,3,0,0,2,3,0,3,5,1,0,1,3,1,1,3,4,0,2,2,4,1,1,5,0,3,2,1,4,1,3,2,5,2,1,0,2,1,2,2,2,3,4,3,1,1,1,1,2,2,0,2,2,3,3,1,1,5,2,1,3,2,3,1,3,3,1,2,2,2,1,2,3,3,1,1,1,4,1,4,2,2,2,2,3,1,1,2,0,1,0,5,1,0,0,1,1,3,0,0,1,2,3,2,1,2,1,1,2,2,3,1,0,2,1,3,0,0,2,1,0,5,0,1,3,0,0,0
19451735,0,0,0,5,2,0,4,1,1,3,5,5,5,5,1,1,2,4,2,1,3,2,2,3,1,4,2,1,4,1,1,1,2,5,4,3,1,2,1,5,3,3,2,2,0,0,5,1,1,0,1,2,1,1,3,4,5,4,1,4,5,4,5,2,4,1,3,1,4,4,2,5,0,1,1,3,4,4,5,3,3,1,5,2,1,0,0,5,1,5,1,0,1,2,0,3,5,2,3,5,1,2,1,5,1,5,1,0,0,1,1,3,1,4,1,0,5,3,3,2,2,3,2,5,1,5,2,1,5,2
24183743,0,0,4,0,0,2,1,0,0,0,4,2,0,0,2,0,0,2,0,3,1,0,3,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,1,0,1,0,4,1,2,0,1,0,0,0,2,0,1,0,0,2,0,0,0,0,0,3,0,2,0,0,1,3,0,0,0,3,5,0,2,4,0,0,1,4,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0
19951390,1,2,0,2,1,2,2,3,1,1,0,2,0,0,5,0,1,4,2,0,3,1,2,0,0,3,0,3,2,2,1,0,2,0,4,0,0,0,2,2,1,2,3,0,3,2,0,1,1,0,0,1,1,2,1,4,4,2,0,4,3,1,0,1,0,0,3,0,4,1,1,0,5,0,0,2,2,1,4,2,3,1,2,0,5,0,1,0,2,3,1,0,0,2,0,0,1,0,0,2,0,1,1,5,3,1,0,4,1,0,1,1,2,0,0,0,1,1,0,0,0,2,0,2,0,2,2,0,1,0
44316216,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0
25361200,0,2,2,0,0,0,1,1,0,0,1,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,4,5,0,0,0,1,0,1,0,0,0,2,2,1,0,0,0,1,0,2,0,1,3,1,0,4,0,0,5,2,1,2,0,2,2,1,0,1,2,1,0,2,0,2,0,0,0,0,0,0,0,1,1,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,3,0,0,1,2,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,0,1,2,0,0,2,0,0,1
26384708,0,4,0,4,0,0,2,3,0,5,3,5,2,2,3,0,0,5,2,1,3,2,5,0,2,5,0,2,2,0,2,2,0,0,5,0,0,1,3,5,1,2,0,4,2,5,1,0,4,2,5,0,1,1,3,3,3,0,2,5,5,2,2,1,1,0,4,3,0,1,0,0,1,2,0,0,1,3,2,1,2,1,2,1,3,0,3,0,0,1,1,1,0,5,0,2,3,3,0,2,1,1,2,4,3,2,0,3,2,0,0,1,5,0,1,2,2,1,1,0,1,1,3,3,0,0,4,1,1,0
65389099,0,0,2,1,0,0,0,0,0,2,1,1,0,2,0,1,1,2,1,0,2,0,3,1,0,1,0,5,3,0,5,0,3,2,5,2,0,0,1,1,2,2,1,0,0,2,0,0,2,0,2,1,0,2,0,0,2,0,2,3,2,0,0,0,3,2,2,1,2,0,0,3,3,1,1,2,0,1,4,3,2,2,1,2,3,3,3,0,0,2,1,0,0,1,0,0,0,0,0,3,0,0,0,5,0,2,0,2,0,0,0,1,0,0,0,0,2,1,0,0,0,0,1,5,0,1,1,0,0,0
37101853,0,1,1,4,2,2,2,5,0,4,3,0,0,3,5,2,1,4,2,0,4,1,1,4,3,5,0,3,2,0,2,1,3,3,2,3,1,0,4,3,2,3,1,3,5,5,3,2,4,1,0,1,0,0,5,3,4,1,3,5,5,2,5,1,5,0,4,4,2,2,2,3,2,0,2,3,3,1,1,0,1,4,4,1,2,1,2,1,0,3,1,1,1,5,0,0,0,0,0,2,0,0,0,3,5,4,0,5,3,2,1,2,5,1,1,1,4,3,0,0,0,0,0,1,1,2,3,2,2,0
22738816,0,0,0,2,1,0,2,1,0,0,0,1,0,0,2,5,2,0,2,0,0,0,0,0,0,4,1,0,5,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,4,0,0,0,0,0,4,0,0,5,0,0,1,0,0,1,0,0,0,4,0,0,5,1,0,1,0,0,0,0,2,0,0,0,0,1,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,1,3,0,0,0,0,1,0,0,0
20793637,2,3,2,4,3,3,2,5,2,3,4,3,2,1,5,2,0,5,2,2,1,5,4,5,3,5,2,3,1,1,1,1,3,4,4,2,0,2,4,5,2,3,1,4,5,5,1,1,1,3,2,2,2,3,3,2,5,1,2,5,0,3,3,2,3,3,5,0,5,2,3,4,2,4,0,0,3,2,2,1,2,4,2,4,5,2,3,2,1,3,0,2,0,4,1,2,2,1,3,2,2,1,1,5,5,1,1,4,5,3,1,3,5,1,2,3,1,3,3,2,1,2,1,4,0,1,3,3,0,0
295093,0,0,0,5,0,0,2,0,0,0,5,2,3,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,2,0,2,0,0,0,0,2,2,0,0,0,2,2,2,5,4,0,0,0,2,0,0,0,4,3,0,2,0,1,2,0,0,0,1,0,0,0,1,0,0,3,0,0,0,3,0,0,0,1,0,0,2,0,0,1,0,0,0,5,2,4,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35095512,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,3,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,0,0,5,0,2,3,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,2,0,0,0,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0,0,2,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0
74680540,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,2,2,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,3,0,1,0,0,2,1,0,0,5,1,2,0,0,0,0,3,0,0,0,0,0,2,0,0,5,1,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,2,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
31300356,0,0,0,5,1,0,1,1,0,1,5,5,0,5,1,0,0,0,0,0,0,0,2,0,0,3,0,0,5,0,1,0,2,3,2,0,0,1,0,5,0,0,0,2,2,0,0,0,0,1,0,1,0,0,0,1,5,1,0,2,1,2,5,0,0,0,0,0,3,2,0,4,2,0,3,1,2,2,2,0,3,0,0,0,1,1,0,1,0,3,0,0,1,1,0,0,0,0,0,2,0,0,0,3,2,0,0,2,0,0,0,0,3,0,1,0,2,0,0,0,0,0,0,5,0,3,1,1,1,0
6760,1,3,0,4,0,2,1,2,3,4,5,4,1,1,2,0,0,5,0,2,0,2,3,0,0,3,2,1,2,1,3,1,2,3,3,1,1,1,0,5,3,0,4,4,0,5,1,2,0,0,2,3,1,1,0,0,5,0,1,5,2,0,0,0,0,1,2,0,2,5,2,2,2,1,0,2,0,1,0,0,0,3,1,5,5,2,1,0,0,1,0,1,1,2,0,1,2,0,0,0,4,0,2,5,2,0,1,2,1,5,0,1,4,0,0,1,2,2,3,1,1,0,2,3,1,1,2,1,0,0
32299846,0,5,0,2,0,3,4,3,1,3,0,2,4,2,4,3,1,4,3,3,2,1,3,5,5,5,1,5,5,0,4,2,1,2,4,1,0,3,5,5,2,2,2,4,5,4,3,1,4,4,3,3,2,3,2,5,3,1,4,5,5,5,3,2,2,3,5,0,2,2,1,0,4,0,1,1,2,0,2,3,0,4,3,2,4,0,5,1,0,1,2,0,0,5,0,3,3,1,2,0,3,0,0,4,5,0,2,5,2,1,0,2,4,1,2,1,5,2,0,2,2,2,3,5,0,0,5,3,0,0
74673,0,1,1,2,1,0,0,2,0,2,4,0,1,1,3,2,1,0,1,1,1,0,5,3,1,3,1,2,1,0,3,1,3,4,1,1,2,0,1,2,2,1,0,5,2,2,0,0,1,1,0,3,2,3,0,2,5,2,1,3,1,2,3,1,1,0,1,1,1,1,1,5,5,3,2,2,0,0,3,2,0,3,1,2,2,1,1,0,5,2,2,1,1,0,1,0,2,0,0,3,1,0,2,2,0,1,1,1,2,0,0,2,3,1,3,4,3,2,0,0,1,1,0,2,0,5,1,2,0,0
21402394,2,2,0,5,2,0,1,3,0,0,2,1,5,2,4,0,1,3,0,0,2,0,3,5,4,4,0,2,0,1,0,1,2,5,5,0,0,0,4,1,2,1,1,0,2,4,1,0,2,1,1,0,2,4,0,4,5,1,1,2,3,4,2,0,1,0,2,0,0,0,1,3,5,0,0,1,0,1,0,5,1,5,3,5,4,1,0,2,1,2,1,0,0,1,1,1,1,0,0,0,0,0,1,5,0,2,0,2,1,2,0,0,2,1,0,2,0,3,1,1,2,2,2,2,1,0,0,0,0,0
25913399,2,4,1,1,4,4,3,5,1,4,2,0,5,2,5,2,0,1,4,5,4,2,5,1,4,5,1,5,5,1,2,2,5,2,4,0,1,2,5,5,0,2,1,4,5,5,5,2,3,5,2,3,4,3,5,4,1,1,5,5,5,4,5,5,5,4,5,2,2,4,5,4,2,1,1,4,5,1,3,2,2,1,1,1,5,2,2,0,1,5,2,1,1,5,3,3,5,5,2,3,3,2,2,1,5,3,2,5,1,2,2,2,5,2,2,2,3,3,0,2,2,1,5,3,2,1,1,1,1,2
44989300,0,1,0,0,0,0,0,1,1,0,0,0,1,0,5,0,0,5,0,0,0,2,1,0,0,5,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,5,3,5,0,0,1,0,0,0,0,2,3,1,0,0,0,5,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,5,0,0,0,5,0,1,2,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
38249375,0,2,1,2,2,0,1,1,0,1,1,4,1,2,1,0,0,2,5,1,3,0,5,5,5,3,1,1,3,1,1,1,3,5,5,1,0,0,2,1,1,3,0,0,1,0,0,0,2,0,1,0,4,5,0,0,5,0,3,2,1,1,2,2,2,1,0,0,1,0,1,3,5,2,1,1,0,1,1,4,2,5,4,5,1,2,0,1,1,3,4,1,0,0,3,0,2,0,1,4,1,0,2,5,1,3,3,3,0,3,0,1,2,0,0,2,1,4,1,0,1,0,2,0,0,4,2,0,0,0
28697114,0,1,0,1,0,1,0,0,0,1,4,5,1,0,0,0,0,0,0,3,3,0,3,4,3,3,0,2,1,0,0,1,2,3,4,2,0,1,2,0,1,2,0,0,1,0,0,0,0,0,0,0,1,2,0,2,5,1,1,2,0,5,3,0,1,2,0,0,2,0,1,0,5,1,2,1,2,3,4,0,1,1,0,5,5,2,0,0,1,5,2,1,0,1,0,0,1,0,0,2,0,0,1,4,0,0,1,0,0,1,0,0,2,1,0,2,0,4,1,0,1,1,0,2,1,0,2,0,0,0
48789476,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,4,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,3,5,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,2,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,2,0,0,0,0,2,2,0,0,1,0,2,0,0,2,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
21883744,1,1,1,5,2,0,2,4,0,4,5,5,5,2,1,1,3,2,4,2,5,1,2,5,5,4,1,5,5,1,5,2,5,5,5,3,2,0,5,5,2,3,0,0,2,2,0,0,2,2,2,1,3,5,1,4,5,1,1,0,4,4,5,1,5,5,0,3,4,1,1,5,5,0,5,1,2,5,3,2,5,5,0,5,5,1,4,3,1,2,2,1,1,3,2,1,5,1,0,5,2,2,4,5,3,4,2,3,2,3,0,1,4,3,0,2,3,4,3,0,2,0,2,3,4,2,1,1,5,1
25879334,0,3,1,4,2,0,5,5,0,2,0,3,4,4,5,0,3,5,2,5,0,4,1,4,2,5,1,1,2,0,1,2,0,1,5,0,0,0,2,2,2,3,4,4,5,5,1,3,1,5,1,3,3,5,4,4,5,4,3,5,3,5,3,2,1,2,5,1,2,1,2,3,1,2,1,1,2,5,0,3,0,1,3,1,4,0,0,0,0,1,4,0,0,5,0,3,2,0,1,0,3,0,1,3,5,0,1,2,5,0,0,3,5,0,1,5,0,2,0,5,3,2,5,3,0,0,3,1,0,0
36332868,0,0,0,1,3,0,1,2,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,5,0,0,0,4,1,3,0,0,5,0,0,0,1,0,0,0,0,1,0,0,0,2,0,1,0,1,5,2,1,4,0,0,0,0,2,0,0,0,0,5,0,5,0,0,5,0,1,1,0,0,0,0,0,1,0,0,0,1,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,0,3,1,0,0,1,0,0,0
26314816,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,4,1,0,0,1,5,2,1,0,2,1,0,1,0,1,1,5,5,0,0,5,1,2,2,1,2,0,1,0,1,0,0,0,0,3,1,0,0,5,0,0,0,1,0,0,0,0,2,0,1,1,0,2,0,3,0,0,4,0,0,3,1,1,5,0,5,0,0,5,3,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,2,0,0,0,0,2,0,3,5,0,1,2,0,0,0
20062341,1,2,0,1,0,1,0,2,0,2,3,3,1,0,1,0,1,2,1,0,0,1,2,2,0,2,0,1,1,0,0,0,1,2,3,2,0,1,1,4,0,3,1,2,5,1,1,0,0,1,0,0,2,1,2,2,2,1,2,3,0,0,2,1,0,0,2,0,4,1,1,1,1,0,0,5,0,0,2,0,1,0,0,1,2,0,1,0,0,3,0,0,1,1,0,0,1,0,5,0,1,1,0,4,1,1,1,2,0,0,0,0,1,0,0,2,0,1,0,2,0,1,0,4,0,0,0,0,0,1
22946930,2,3,2,3,1,5,0,2,0,5,5,5,0,1,2,3,0,3,0,3,0,2,2,5,2,3,2,3,1,2,1,0,3,1,3,0,0,0,2,3,1,1,0,2,3,5,1,0,2,1,0,0,3,4,1,4,5,1,2,2,4,2,2,0,2,0,2,1,3,4,0,1,3,2,0,0,3,0,0,2,2,4,1,1,3,1,1,2,3,0,1,2,0,2,0,1,1,2,1,2,1,0,1,5,2,1,0,2,0,0,0,2,5,1,1,2,3,1,2,1,0,1,0,4,1,1,5,0,0,4
36982667,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20134755,0,2,0,5,1,2,0,1,0,0,1,3,2,2,1,0,1,1,1,1,3,0,1,0,0,2,0,0,1,0,0,0,1,5,2,0,0,0,1,5,1,2,0,0,2,0,0,0,2,0,0,1,0,1,0,0,0,1,3,2,3,4,3,0,5,0,1,1,1,1,1,3,0,2,0,0,1,0,5,0,2,0,2,0,0,0,0,3,0,1,1,1,0,1,0,0,3,0,0,1,0,1,0,0,3,2,0,1,0,0,0,1,2,0,0,3,0,1,2,0,2,2,0,0,1,5,0,0,0,0
23175236,0,0,0,5,2,5,0,0,0,0,5,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
66052640,0,0,0,1,0,0,0,3,0,0,0,3,0,0,4,0,0,5,0,0,0,3,1,0,0,4,0,0,0,0,2,0,0,0,3,0,0,1,2,0,0,0,0,3,5,5,1,0,0,0,1,1,0,3,2,3,0,2,0,5,0,0,0,0,0,2,2,2,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,2,0,0,0,0,0,1,5,0,0,0,0,0,0,1,0,0,1,5,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
26851284,0,1,0,5,0,0,3,0,0,0,3,1,5,5,1,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,3,0,0,0,5,5,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,3,5,0,1,1,0,2,1,5,0,5,0,0,0,0,0,0,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,3,0,2
59609091,0,2,0,1,0,0,0,2,0,1,2,2,1,0,3,0,0,3,0,1,0,2,0,1,1,2,0,2,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,4,1,3,0,1,0,1,0,0,0,1,2,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,1,0,0,0,2,2,1,0,2,0,0,2,1,2,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0
19350459,0,3,0,1,1,0,5,1,0,1,1,3,2,2,2,0,1,2,1,1,1,4,3,4,1,2,0,2,3,0,2,1,1,2,4,2,0,1,5,3,2,2,1,2,2,4,0,0,0,1,2,1,1,3,0,4,5,1,1,4,3,3,2,1,3,4,1,0,3,2,0,2,5,0,1,1,2,5,1,1,2,2,3,2,5,3,2,1,2,3,2,0,0,1,0,1,2,0,3,2,1,0,1,3,2,2,1,2,1,2,0,0,3,1,1,2,2,2,0,1,3,0,2,4,0,0,3,0,0,2
24595876,0,1,0,2,2,1,3,2,0,0,2,1,3,5,0,1,1,2,0,0,0,0,0,1,1,0,0,0,0,1,0,4,1,5,0,1,2,2,0,3,0,0,0,2,2,0,4,0,0,0,0,2,0,1,0,3,0,3,0,0,2,2,3,2,1,0,2,1,5,5,0,1,1,0,0,0,0,0,1,0,2,1,2,0,0,0,0,1,0,5,0,0,1,0,1,5,2,0,3,3,0,2,0,1,1,2,0,0,1,0,1,2,0,5,5,1,0,1,2,0,0,4,1,0,2,1,0,5,1,5
38340973,0,4,0,0,0,2,2,2,3,5,1,0,0,0,1,1,1,3,0,5,0,0,3,0,0,3,0,3,3,0,4,0,2,0,3,0,1,0,5,1,0,0,4,1,2,0,0,1,0,1,0,1,2,0,0,2,2,1,0,1,0,3,0,0,0,1,0,1,3,0,0,0,3,0,2,0,2,2,2,2,0,3,0,2,0,0,5,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,4,0,0,2,5,0,0,0,0,0,2,2,0,0,4,0,0,0
36981463,0,3,0,0,0,0,1,0,1,0,1,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,3,2,5,0,0,1,0,0,0,0,0,3,0,0,0,0,5,2,0,0,0,0,0,0,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44917809,0,5,3,1,0,1,5,3,3,0,1,3,1,0,4,1,1,1,1,2,1,0,2,3,1,5,0,2,2,2,2,0,2,0,2,1,0,1,2,5,1,0,1,2,4,2,2,0,2,5,0,1,3,1,1,5,3,2,2,4,3,5,1,0,1,2,3,0,3,5,0,0,4,0,0,0,5,0,0,2,1,0,1,1,4,0,2,0,0,4,2,0,0,2,1,3,4,0,3,1,1,1,3,3,2,1,3,1,0,0,0,1,4,2,0,1,0,0,1,2,1,1,1,2,0,1,3,0,1,1
